city	total_waves	wave_order	peak	indexes	dates	case_numbers
Umuarama	4	1	6	1,1,2,3,4,6,6,7,8,9,11,11,13,13,15,15,16,18,18,20,20,21,23,24,25	2020-w16,2020-w16,2020-w17,2020-w19,2020-w20,2020-w22,2020-w22,2020-w24,2020-w25,2020-w26,2020-w28,2020-w28,2020-w30,2020-w30,2020-w32,2020-w32,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w38,2020-w40,2020-w41,2020-w42	1,1,1,1,2,1,1,1,5,8,8,8,7,7,4,4,4,2,2,4,4,6,2,1,4
Umuarama	4	2	14	27,28,29,31,32,33,34,35,36,37,38,39,40,41	2020-w44,2020-w45,2020-w46,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05	5,7,7,9,8,14,9,11,4,14,10,8,3,13
Umuarama	4	3	22	43,44,46,46,48,49,50,51,52	2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	8,11,15,15,11,10,22,13,15
Umuarama	4	4	7	54,57,59,59,61,61,63,63,64,65,66,68,69,70	2021-w18,2021-w21,2021-w23,2021-w23,2021-w25,2021-w25,2021-w27,2021-w27,2021-w28,2021-w29,2021-w30,2021-w32,2021-w33,2021-w34	19,6,7,7,2,2,2,2,5,5,5,3,2,4
Pato Branco	4	1	9	0,1,2,3,4,5,6,8,8,9,10,11,12,14,15,16,17,18,19	2020-w15,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37	1,1,1,1,1,2,7,5,5,8,9,9,9,8,7,14,10,6,5
Pato Branco	4	2	4	21,23,23,25,30,31	2020-w39,2020-w41,2020-w41,2020-w43,2020-w48,2020-w49	3,2,2,3,15,17
Pato Branco	4	3	45	33,35,35,36,38,38,40,40,41,42,44,44,45,47,48,49,50,51,52	2020-w51,2020-w53,2020-w53,2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w09,2021-w09,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	16,5,5,11,13,13,13,13,25,35,34,34,40,43,24,15,31,25,19
Pato Branco	4	4	13	54,57,59,59,61,61,63,63,65,65,67,68,69,70,71,72,73	2021-w19,2021-w22,2021-w24,2021-w24,2021-w26,2021-w26,2021-w28,2021-w28,2021-w30,2021-w30,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38	22,21,13,13,16,16,11,11,12,12,9,7,4,1,3,2,3
Ponta Grossa	3	1	78	0,1,2,4,4,5,6,7,8,9,10,12,12,13,14,16,16,17,18,20,20,22,22,24,24,25,27,27,28,30,30,31,32,33,34,35,37,38,39,40,41,42,43	2020-w13,2020-w14,2020-w15,2020-w17,2020-w17,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w25,2020-w27,2020-w27,2020-w28,2020-w29,2020-w31,2020-w31,2020-w32,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w39,2020-w39,2020-w40,2020-w42,2020-w42,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05	1,1,1,1,1,2,3,3,13,14,15,10,10,19,26,25,25,35,37,33,33,33,33,33,33,42,25,25,26,19,19,25,41,53,58,62,68,45,122,102,105,82,104
Ponta Grossa	3	2	152	45,46,48,48,50,51,52,53,54,55,56	2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	131,153,149,149,151,149,146,139,119,95,133
Ponta Grossa	3	3	172	58,59,60,62,63,64,65,66,67,68,69,70,71,72,73,74	2021-w20,2021-w21,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36	142,169,170,135,127,113,62,46,33,26,24,28,23,28,26,36
Cornélio Procópio	4	1	11	0,2,2,3,4,5,7,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22	2020-w12,2020-w19,2020-w19,2020-w20,2020-w21,2020-w22,2020-w24,2020-w24,2020-w26,2020-w27,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40	1,1,1,1,5,5,1,1,2,8,8,3,7,3,13,11,9,13,6,12,8,14
Cornélio Procópio	4	2	16	24,25,27,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46	2020-w42,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w11	4,5,3,3,9,14,15,10,4,10,8,14,9,17,13,16,7,25,22,21,19,16
Cornélio Procópio	4	3	31	48,50,50,52,52,54,55,56	2021-w13,2021-w15,2021-w15,2021-w17,2021-w17,2021-w19,2021-w20,2021-w21	15,8,8,12,12,7,2,12
Cornélio Procópio	4	4	9	58,60,60,62,62,64,64,65,66,67,68,69,71,71,72,74,74,75,77,78,79,80	2021-w23,2021-w25,2021-w25,2021-w27,2021-w27,2021-w29,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w36,2021-w36,2021-w37,2021-w39,2021-w39,2021-w40,2021-w42,2021-w43,2021-w44,2021-w45	14,6,6,8,8,6,6,6,7,7,7,7,3,3,14,7,7,8,4,1,4,2
Araucária	3	1	5	0,1,2,3,4,5,7,7,9,9,11,11,13,16,17,18,19,20,21,22,23,24,25,26	2020-w16,2020-w18,2020-w21,2020-w26,2020-w27,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w36,2020-w36,2020-w39,2020-w43,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w03	1,1,1,1,1,2,2,2,1,1,2,2,2,4,6,4,2,9,6,3,6,3,3,2
Araucária	3	2	15	28,29,30,31,33,34,35,36,37,38,39	2021-w05,2021-w06,2021-w07,2021-w08,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	2,2,8,14,14,11,9,12,5,8,4
Araucária	3	3	20	41,42,44,44,45,46,48,49,51,52,53,54	2021-w18,2021-w19,2021-w21,2021-w21,2021-w22,2021-w23,2021-w25,2021-w26,2021-w28,2021-w29,2021-w30,2021-w31	7,7,10,10,13,13,13,8,9,9,6,6
Campo Mourão	3	1	9	0,1,3,3,4,5,6,7,9,9,11,12,13	2020-w12,2020-w13,2020-w16,2020-w16,2020-w17,2020-w20,2020-w22,2020-w23,2020-w25,2020-w25,2020-w27,2020-w28,2020-w29	3,6,1,1,1,2,4,5,4,4,6,4,11
Campo Mourão	3	2	8	15,17,17,18,20,20,21,22,23,25,25,27,27,28,29,31,31,32,33,35,38,39,40,41,42,43,44,45	2020-w31,2020-w33,2020-w33,2020-w34,2020-w36,2020-w36,2020-w37,2020-w38,2020-w40,2020-w42,2020-w42,2020-w44,2020-w44,2020-w45,2020-w46,2020-w48,2020-w48,2020-w49,2020-w50,2020-w52,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09	8,4,4,6,2,2,2,4,4,2,2,1,1,1,2,1,1,2,8,7,6,6,1,4,3,9,6,12
Campo Mourão	3	3	36	47,49,49,50,51,52,53,55,55,57,57,59,60,62,63,64,65,66,67,68	2021-w11,2021-w13,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w19,2021-w19,2021-w21,2021-w21,2021-w23,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32	12,9,9,11,17,20,24,27,27,30,30,35,33,35,35,34,17,22,12,19
Guarapuava	5	1	10	0,1,2,4,4,5,6,8,8,9,10,12,12,13,15,15,17,17,18,20,20,22,23,24,25,26	2020-w12,2020-w13,2020-w18,2020-w21,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w35,2020-w37,2020-w37,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43	1,1,1,1,1,2,3,2,2,2,5,5,5,6,7,7,9,9,12,6,6,7,3,8,7,10
Guarapuava	5	2	47	28,29,30,32,34,35	2020-w45,2020-w46,2020-w47,2020-w49,2020-w51,2020-w52	15,27,41,37,32,37
Guarapuava	5	3	77	37,38,40,40,41,42,43,45,45,46,47,49,50,51	2021-w01,2021-w02,2021-w04,2021-w04,2021-w05,2021-w06,2021-w07,2021-w09,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15	30,31,31,31,38,39,45,48,48,69,73,61,56,78
Guarapuava	5	4	136	53,54,55,57,58,59,60,61,62,63,64,65	2021-w17,2021-w18,2021-w19,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29	69,88,107,128,122,100,96,59,39,33,31,23
Guarapuava	5	5	13	67,71,71,73,73,74,76,78,79,80,81,82	2021-w31,2021-w35,2021-w35,2021-w37,2021-w37,2021-w38,2021-w40,2021-w42,2021-w43,2021-w44,2021-w45,2021-w46	17,6,6,6,6,9,5,6,6,1,6,2
Santa Helena	1	1	6	0,2,2,3,4,6,6,7,8,10,12,13	2020-w23,2020-w27,2020-w27,2020-w28,2020-w29,2020-w33,2020-w33,2020-w36,2020-w47,2020-w49,2021-w05,2021-w06	2,1,1,1,1,1,1,1,3,4,1,3
Chopinzinho	3	1	11	0,1,2,3,4,6,6,8,11,12,13,14,15,16	2020-w25,2020-w29,2020-w30,2020-w31,2020-w32,2020-w34,2020-w34,2020-w36,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	1,1,3,3,7,10,10,9,6,9,5,5,1,7
Chopinzinho	3	2	22	18,20,20,21,23,24,25,26	2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01	7,20,20,22,17,11,2,9
Chopinzinho	3	3	14	28,30,30,31,33,33,34,35,36,37,38,40,41,42	2021-w03,2021-w07,2021-w07,2021-w08,2021-w10,2021-w10,2021-w11,2021-w12,2021-w15,2021-w16,2021-w20,2021-w25,2021-w26,2021-w27	3,1,1,2,1,1,1,1,1,1,3,8,2,3
Medianeira	1	1	6	1,1,2,3,4,5,6,8,8,9,10,11,12,13,15,15,17,19,20	2020-w27,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w33,2020-w37,2020-w37,2020-w40,2020-w41,2020-w43,2020-w44,2020-w45,2020-w49,2020-w49,2020-w52,2021-w02,2021-w03	1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2
Tibagi	1	1	20	0,1,3,3,4,6,6,7,8,9,10,11,13,13,14,16,16,17,18,19,21,21,23,24,25	2020-w27,2020-w28,2020-w31,2020-w31,2020-w33,2020-w35,2020-w35,2020-w38,2020-w39,2020-w41,2020-w43,2020-w45,2020-w48,2020-w48,2020-w49,2021-w03,2021-w03,2021-w04,2021-w05,2021-w09,2021-w12,2021-w12,2021-w14,2021-w15,2021-w16	1,3,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,5,9,7,7,16,3,19
Santo Antônio da Platina	4	1	11	0,1,2,3,4,6,8,9	2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w28,2020-w29	2,3,4,4,8,4,5,5
Santo Antônio da Platina	4	2	12	11,12,14,14,15,16,18,18,20,20,22,22,23,24,25,26,27,28,30,30,32,32,34,34,35,37,37,38,40,40,41,43,43,44,46,46,48,51,52,53	2020-w31,2020-w32,2020-w34,2020-w34,2020-w35,2020-w36,2020-w38,2020-w38,2020-w40,2020-w40,2020-w42,2020-w42,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w06,2021-w08,2021-w08,2021-w09,2021-w11,2021-w11,2021-w12,2021-w14,2021-w14,2021-w16,2021-w19,2021-w20,2021-w21	3,3,3,3,3,3,1,1,2,2,1,1,1,1,2,2,3,4,2,2,2,2,1,1,4,4,4,6,4,4,5,4,4,12,4,4,8,16,20,12
Santo Antônio da Platina	4	3	10	55,57,57,59,59,61,63,64	2021-w23,2021-w25,2021-w25,2021-w27,2021-w27,2021-w29,2021-w31,2021-w32	13,7,7,8,8,7,5,5
Santo Antônio da Platina	4	4	8	66,67,68,70,70,71,73,74,75	2021-w34,2021-w35,2021-w37,2021-w39,2021-w39,2021-w40,2021-w42,2021-w43,2021-w44	3,3,4,4,4,4,7,3,3
São José dos Pinhais	3	1	6	2,3,4,6,7,8,9	2020-w22,2020-w23,2020-w24,2020-w26,2020-w27,2020-w28,2020-w29	1,1,4,5,4,1,4
São José dos Pinhais	3	2	5	11,13,13,14,15,16,18,18,19,20,21,22,24,25,28,29,30,31,32,33,34	2020-w31,2020-w33,2020-w33,2020-w35,2020-w37,2020-w38,2020-w40,2020-w40,2020-w46,2020-w49,2020-w50,2020-w51,2021-w02,2021-w03,2021-w08,2021-w09,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14	2,1,1,1,1,2,1,1,1,1,1,1,3,2,3,7,1,11,7,2,3
São José dos Pinhais	3	3	5	36,38,38,39,41,43,44,45	2021-w16,2021-w18,2021-w18,2021-w19,2021-w22,2021-w24,2021-w25,2021-w28	3,1,1,5,2,2,5,2
Rolândia	3	1	7	0,1,3,3,5,5,7,9,10,11,12,13,14,15,16,17	2020-w17,2020-w22,2020-w24,2020-w24,2020-w26,2020-w26,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38	1,2,2,2,2,2,2,1,7,6,3,6,5,4,2,4
Rolândia	3	2	21	19,20,21,22,24,24,25,27,27,28,29,30,31,32,33,34,36,36,38,39,40,41,42	2020-w40,2020-w43,2020-w46,2020-w47,2020-w50,2020-w50,2020-w51,2020-w53,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w10,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,15,15,14,12,10,11,5
Rolândia	3	3	8	44,45,47,48,49,50,51	2021-w18,2021-w19,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25	4,5,6,4,4,2,4
Jacarezinho	2	1	4	0,2,2,3,5,5,7,7,9,9,11,11,12,14,14,16,16,17,19,19,20,21,23,30,31	2020-w21,2020-w25,2020-w25,2020-w26,2020-w30,2020-w30,2020-w33,2020-w33,2020-w37,2020-w37,2020-w45,2020-w45,2020-w46,2020-w48,2020-w48,2020-w51,2020-w51,2021-w02,2021-w05,2021-w05,2021-w08,2021-w09,2021-w11,2021-w20,2021-w21	1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,2,3,3,2,5,5
Jacarezinho	2	2	7	33,34,35,37,40,41	2021-w23,2021-w24,2021-w25,2021-w27,2021-w38,2021-w39	3,5,7,4,1,3
Palmeira	1	1	8	0,1,2,3,4,5,6,7,8,9,10,12,12,14,14,15,16,17,18,20,20,22,23,25,26,27,28,29,30,31,32,33	2020-w22,2020-w23,2020-w27,2020-w28,2020-w29,2020-w36,2020-w37,2020-w39,2020-w41,2020-w42,2020-w49,2021-w01,2021-w01,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w14,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24	1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,7,10,12,8,8,6,3,6,9,8,7,13,12,12,11,7
Paranaguá	4	1	20	1,1,3,3,4,6,6,7,8,10,10,12,13,14	2020-w20,2020-w20,2020-w22,2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w31,2020-w32,2020-w33	2,2,1,1,2,1,1,11,14,15,15,12,7,14
Paranaguá	4	2	13	16,17,19,19,20,22,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38	2020-w35,2020-w36,2020-w38,2020-w38,2020-w39,2020-w41,2020-w41,2020-w42,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04	12,12,9,9,12,7,7,11,12,4,17,14,22,16,22,20,11,9,8,12,7,17
Paranaguá	4	3	64	40,42,42,44,44,45,47,47,49,49,51,51,53,53,54,56,57,58,59,60,61,62,63	2021-w06,2021-w08,2021-w08,2021-w10,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w15,2021-w17,2021-w17,2021-w19,2021-w19,2021-w20,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29	19,27,27,30,30,33,30,30,34,34,37,37,27,27,39,44,39,41,40,30,24,17,14
Paranaguá	4	4	15	65,66,68,70,71,72,73,74,75,76,77	2021-w31,2021-w32,2021-w34,2021-w36,2021-w37,2021-w38,2021-w39,2021-w40,2021-w41,2021-w42,2021-w43	10,13,11,7,11,9,12,6,2,8,6
Jaguariaíva	2	1	18	0,1,3,3,4,5,6,8,8,9,10,11,12,14,16,17,18,19,20,21	2020-w23,2020-w25,2020-w31,2020-w31,2020-w33,2020-w34,2020-w35,2020-w40,2020-w40,2020-w42,2021-w03,2021-w06,2021-w08,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	1,1,1,1,1,2,2,1,1,1,1,5,9,7,7,12,11,3,15,13
Jaguariaíva	2	2	19	23,26,28,28,30,31,32	2021-w19,2021-w22,2021-w24,2021-w24,2021-w27,2021-w28,2021-w29	4,2,8,8,13,1,13
Nova Esperança	1	1	6	0,1,2,4,4,6,6,7,9,9,11,11,12,14,18,19,20,21,22,23	2020-w20,2020-w21,2020-w29,2020-w33,2020-w33,2020-w36,2020-w36,2020-w37,2020-w44,2020-w44,2020-w49,2020-w49,2020-w52,2021-w08,2021-w12,2021-w13,2021-w14,2021-w15,2021-w18,2021-w20	1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,4,1,2
Ibiporã	1	1	7	0,1,3,3,4,5,6,7,9,9,10,11,12,14,14,15,16,18,18,20,22,23,24,25,26	2020-w21,2020-w27,2020-w37,2020-w37,2020-w44,2020-w48,2020-w49,2020-w51,2020-w53,2020-w53,2021-w01,2021-w04,2021-w07,2021-w10,2021-w10,2021-w11,2021-w12,2021-w14,2021-w14,2021-w16,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22	1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,10,7,7,4,2,8,4,12,3
Colorado	2	1	7	0,2,2,3,4,5,7,7,9,9,10,12,12,14,14,16,16,17,18,19,21,21,23,23,25,25,27,30,31	2020-w17,2020-w20,2020-w20,2020-w22,2020-w23,2020-w24,2020-w26,2020-w26,2020-w28,2020-w28,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w37,2020-w37,2020-w38,2020-w41,2020-w42,2020-w46,2020-w46,2020-w48,2020-w48,2020-w50,2020-w50,2020-w52,2021-w03,2021-w04	2,2,2,3,3,3,7,7,5,5,5,2,2,1,1,1,1,1,1,2,1,1,4,4,2,2,5,9,11
Colorado	2	2	18	33,34,36,36,37,39,39,41,41,42,43,44,45,46,48,48,49,51,52,53,54	2021-w06,2021-w07,2021-w09,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27	11,14,11,11,12,6,6,3,3,3,5,7,8,12,10,10,13,16,6,5,5
Quedas do Iguaçu	2	1	6	0,2,2,3,4,6,6,8,8,9,10,12,13,14,15	2020-w28,2020-w33,2020-w33,2020-w34,2020-w35,2020-w38,2020-w38,2020-w44,2020-w44,2020-w46,2020-w48,2020-w50,2020-w51,2020-w52,2020-w53	1,1,1,1,2,1,1,1,1,1,2,5,3,1,3
Quedas do Iguaçu	2	2	8	17,18,20,20,21,22,24,24,26,26,28,28,30,30,31,32,34,34,36,38,39	2021-w02,2021-w03,2021-w05,2021-w05,2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w17,2021-w17,2021-w18,2021-w19,2021-w21,2021-w21,2021-w23,2021-w25,2021-w26	2,3,1,1,2,8,10,10,5,5,1,1,2,2,3,8,5,5,5,3,3
Rio Branco do Sul	1	1	3	0,2,2,3,4,6,9,10,11,12,13,14	2020-w23,2020-w27,2020-w27,2020-w32,2020-w34,2020-w38,2020-w45,2021-w02,2021-w03,2021-w04,2021-w08,2021-w09	1,1,1,1,1,2,2,6,3,5,1,5
Terra Boa	1	1	3	0,2,2,4,4,5,6,7,8,9,10,11,13,13,15,19,20,21,22,23,24,25	2020-w22,2020-w25,2020-w25,2020-w29,2020-w29,2020-w30,2020-w32,2020-w33,2020-w36,2020-w38,2020-w40,2020-w47,2020-w52,2020-w52,2021-w11,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22	1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,5,2,1,4,3,6
Cambé	1	1	8	0,1,3,3,4,5,7,7,9,9,11,11,12,13,15,15,16,18,18,19,20,21,22,23,24,26,26,28,28,30,30,32,32,34,34,36,38,39,40,41,42,43,44,45,46,47	2020-w13,2020-w14,2020-w19,2020-w19,2020-w21,2020-w23,2020-w29,2020-w29,2020-w33,2020-w33,2020-w38,2020-w38,2020-w42,2020-w45,2020-w50,2020-w50,2020-w51,2021-w04,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w16,2021-w16,2021-w18,2021-w18,2021-w20,2021-w20,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33	1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,11,7,7,12,12,10,10,7,7,7,7,7,9,9,6,5,8,7,7,4,2,8
Irati	4	1	8	0,1,3,3,5,5,7,7,8,10,10,12,12,13,15,15,16,18,19,20,21	2020-w20,2020-w22,2020-w28,2020-w28,2020-w30,2020-w30,2020-w33,2020-w33,2020-w34,2020-w38,2020-w38,2020-w41,2020-w41,2020-w43,2020-w45,2020-w45,2020-w46,2020-w48,2020-w49,2020-w50,2020-w51	1,2,1,1,1,1,1,1,3,3,3,1,1,2,1,1,4,2,1,10,6
Irati	4	2	5	23,25,25,27,28,29	2021-w01,2021-w03,2021-w03,2021-w05,2021-w06,2021-w07	7,3,3,2,1,5
Irati	4	3	50	31,34,36,36,37,38,39,41,41,42,44,45,46,47,48,49,50,51	2021-w09,2021-w12,2021-w14,2021-w14,2021-w15,2021-w16,2021-w17,2021-w19,2021-w19,2021-w20,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29	14,12,10,10,11,20,31,30,30,45,25,21,21,10,14,12,13,7
Irati	4	4	15	53,54,56,57,59,60,61,62,63,64,65	2021-w31,2021-w32,2021-w34,2021-w35,2021-w37,2021-w38,2021-w39,2021-w40,2021-w41,2021-w42,2021-w43	7,9,13,7,8,8,7,9,7,12,9
Nova Aurora	2	1	3	0,1,2,3,5,6,7	2020-w35,2020-w36,2020-w37,2020-w38,2020-w50,2020-w51,2020-w52	1,1,2,2,2,1,7
Nova Aurora	2	2	9	9,11,11,13,14,15,16	2021-w01,2021-w03,2021-w03,2021-w05,2021-w06,2021-w07,2021-w08	6,8,8,6,5,4,2
Mangueirinha	1	1	9	0,1,3,3,4,5,6,7,9,9,10,12,12,14,14,16,16,17,18,19,20,22,23,24	2020-w20,2020-w30,2020-w35,2020-w35,2020-w36,2020-w39,2020-w44,2020-w49,2020-w51,2020-w51,2020-w52,2021-w07,2021-w07,2021-w11,2021-w11,2021-w16,2021-w16,2021-w18,2021-w19,2021-w20,2021-w21,2021-w23,2021-w24,2021-w25	1,2,1,1,1,1,2,3,5,5,5,2,2,1,1,1,1,1,1,4,8,5,1,2
Santa Mariana	2	1	10	0,1,2,3,5,5,6,7,8,10,10,11,12,13,14,16,16,18,19,20	2020-w21,2020-w25,2020-w26,2020-w28,2020-w35,2020-w35,2020-w40,2020-w51,2020-w52,2021-w04,2021-w04,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w17	1,1,1,2,1,1,1,1,1,1,1,1,5,7,14,4,4,8,6,5
Santa Mariana	2	2	8	22,25,26,28,29,30,31	2021-w19,2021-w22,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28	6,4,7,7,3,4,2
União da Vitória	3	1	3	0,1,2,3,4,5,7,7,9,11,12,13	2020-w19,2020-w20,2020-w24,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w31,2020-w34,2020-w36,2020-w37	1,1,1,1,2,3,1,1,2,1,4,2
União da Vitória	3	2	9	15,16,17,19,19,20,21,22,24,24,26,26,28,28,30,31,32,33,34,35	2020-w39,2020-w42,2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w53,2021-w03,2021-w03,2021-w05,2021-w05,2021-w07,2021-w07,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15	1,1,2,1,1,1,1,1,4,4,1,1,2,2,3,1,5,3,3,2
União da Vitória	3	3	5	37,40,41,43,45,46	2021-w17,2021-w20,2021-w21,2021-w23,2021-w25,2021-w26	2,1,5,3,5,7
Dois Vizinhos	5	1	18	0,1,2,4,4,6,7,8,9,10,11,12	2020-w16,2020-w24,2020-w25,2020-w31,2020-w31,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39	1,1,1,4,4,15,14,6,16,8,4,2
Dois Vizinhos	5	2	12	14,16,16,18,20,21,22,23	2020-w41,2020-w47,2020-w47,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01	1,3,3,11,5,6,2,3
Dois Vizinhos	5	3	18	25,27,27,28,29,30,32,33,34,35,36,37,38,39,40	2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	2,1,1,4,7,18,14,13,10,13,8,15,12,9,16
Dois Vizinhos	5	4	24	42,44,44,46,47,48,49,50	2021-w20,2021-w22,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	26,14,14,10,8,16,11,11
Dois Vizinhos	5	5	3	52,54,54,56,58,59	2021-w30,2021-w32,2021-w32,2021-w34,2021-w37,2021-w38	5,1,1,2,1,2
Marechal Cândido Rondon	1	1	8	0,2,2,4,4,6,6,7,9,9,11,11,12,14,14,15,16,17,18,20,23,24,25,26	2020-w25,2020-w37,2020-w37,2020-w39,2020-w39,2020-w41,2020-w41,2020-w42,2020-w44,2020-w44,2020-w46,2020-w46,2020-w47,2020-w50,2020-w50,2021-w01,2021-w05,2021-w06,2021-w07,2021-w09,2021-w15,2021-w16,2021-w19,2021-w20	1,1,1,1,1,2,2,4,3,3,1,1,2,1,1,1,1,1,3,3,2,4,1,3
